path,label
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_45.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1086.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_884.jpg,Industrial
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_60.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Forest/Forest_207.jpg,Forest
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2327.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Forest/Forest_1494.jpg,Forest
/content/drive/MyDrive/dataset/2750/Forest/Forest_2763.jpg,Forest
/content/drive/MyDrive/dataset/2750/Residential/Residential_2376.jpg,Residential
/content/drive/MyDrive/dataset/2750/Highway/Highway_455.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2521.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/River/River_653.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_636.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Forest/Forest_307.jpg,Forest
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2547.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_104.jpg,Highway
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1858.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Forest/Forest_2213.jpg,Forest
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1283.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2218.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1686.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2873.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1653.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1079.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1792.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Highway/Highway_1879.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2594.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1541.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2158.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_243.jpg,Highway
/content/drive/MyDrive/dataset/2750/Residential/Residential_2998.jpg,Residential
/content/drive/MyDrive/dataset/2750/Highway/Highway_910.jpg,Highway
/content/drive/MyDrive/dataset/2750/Highway/Highway_1212.jpg,Highway
/content/drive/MyDrive/dataset/2750/Highway/Highway_2463.jpg,Highway
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1044.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/River/River_393.jpg,River
/content/drive/MyDrive/dataset/2750/Residential/Residential_1448.jpg,Residential
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_916.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1270.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Forest/Forest_268.jpg,Forest
/content/drive/MyDrive/dataset/2750/Residential/Residential_1478.jpg,Residential
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_373.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_351.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Highway/Highway_1188.jpg,Highway
/content/drive/MyDrive/dataset/2750/Residential/Residential_406.jpg,Residential
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_2002.jpg,Industrial
/content/drive/MyDrive/dataset/2750/River/River_759.jpg,River
/content/drive/MyDrive/dataset/2750/River/River_1.jpg,River
/content/drive/MyDrive/dataset/2750/Forest/Forest_1007.jpg,Forest
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2342.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_2062.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_164.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Residential/Residential_2380.jpg,Residential
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1424.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_70.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_675.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Highway/Highway_1651.jpg,Highway
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_840.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_88.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Residential/Residential_1823.jpg,Residential
/content/drive/MyDrive/dataset/2750/Forest/Forest_2802.jpg,Forest
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2793.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/River/River_1027.jpg,River
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1483.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_295.jpg,Highway
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2216.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Residential/Residential_2779.jpg,Residential
/content/drive/MyDrive/dataset/2750/River/River_446.jpg,River
/content/drive/MyDrive/dataset/2750/Forest/Forest_2637.jpg,Forest
/content/drive/MyDrive/dataset/2750/Residential/Residential_920.jpg,Residential
/content/drive/MyDrive/dataset/2750/Forest/Forest_117.jpg,Forest
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1230.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Forest/Forest_2390.jpg,Forest
/content/drive/MyDrive/dataset/2750/Highway/Highway_2409.jpg,Highway
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_32.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_2245.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2180.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_226.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_889.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/River/River_890.jpg,River
/content/drive/MyDrive/dataset/2750/Residential/Residential_1640.jpg,Residential
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_76.jpg,Pasture
/content/drive/MyDrive/dataset/2750/River/River_1561.jpg,River
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_554.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_632.jpg,Highway
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_308.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1401.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Highway/Highway_1257.jpg,Highway
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1024.jpg,Industrial
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_501.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_387.jpg,Highway
/content/drive/MyDrive/dataset/2750/Residential/Residential_1565.jpg,Residential
/content/drive/MyDrive/dataset/2750/Highway/Highway_1942.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_887.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2422.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/River/River_97.jpg,River
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1712.jpg,Pasture
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_733.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/River/River_743.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2127.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_219.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2317.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2328.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_71.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1013.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_77.jpg,Pasture
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_589.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1685.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/River/River_1026.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1314.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1190.jpg,Pasture
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2153.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1406.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Residential/Residential_310.jpg,Residential
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2483.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/River/River_2331.jpg,River
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1814.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_5.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Forest/Forest_2183.jpg,Forest
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1679.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1310.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Residential/Residential_127.jpg,Residential
/content/drive/MyDrive/dataset/2750/River/River_1339.jpg,River
/content/drive/MyDrive/dataset/2750/Highway/Highway_1136.jpg,Highway
/content/drive/MyDrive/dataset/2750/Forest/Forest_146.jpg,Forest
